Year	Country	What we tested	What we hoped to learn	What we learnt
2022	Cambodia	Stage 2 Message option	Which format would interest the audience more; Myanmar: Real Change video is performing well. Text on human action.; we set up a message option for ads.	"text on human - AUD0.06 per 95% video view
 25-34 is the most engaged age group, male is more dominant than female.
 We got 52 messages."
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Money issues in family Suport; 2B. Money issues in Study; 3C. Money Issues in Bussiness	Money issue for Study Support - AUD0.01 per 95% video view
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Artblogs text on Human - Bitable; 2C. Typography on animated - Canva; 2D. 3D Educational Animation - Render Forest	"Text on weding invitation performed better than other styles - AUD0.01
 per 95% video view"
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Shape- Pop Animation Page; 3C.Text on Artblog Text On Human- No animation	3C, 25-34 is the most engaged age group, male is more dominant than female
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Freedom from the breakdown; 2B. Freedom from past; 3C. Freedom from temptation	Freedom from breakdown AUD0.001 per 95% video view
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Whiteboard animation -Render Forest; 2C. 3D Education Animation - Render Forest; 2D. Art blog - Bitable	Text on education whiteboard - AUD0.001 per 95% video view
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Shape- Pop Animation Page; 3C.Text on Artblog Text On Human- No animation	3A The same as Stage 2 winning video. This video is performing well. 25-34 is the most engaged age group, male is more dominant than female.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A.Suffering from someone; 2B. Suffering in relationship; 3C. Suffering in past	Freedom from breakdown AUD0.001 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Whiteboard animation -Render Forest; 2C. 3D Education Animation - Render Forest; 2D. Art blog - Bitable	Text on 3D animation AUD0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. 3D Education Animation Woman VO; 3C.3D Education Animation Man VO	3B Woman VO is winning video. This video is performing well. 25-34 is the most engaged age group, woman is more dominant than male.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A.Trust in yourself; 2B. Trust in Love; 3C. Trust in Good Thing	Trust in Good thing AUD0.002 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Education animation -Render Forest; 2C. 3D Clay Animation - Render Forest; 2D. Art blog - Bitable; 2E. Synthesia	Text on 3D animation AUD0.002 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Education Animation Man VO; 3C. Education Animation Woman VO	3C Woman VO is winning video. This video is performing well. 25-34 is the most engaged age group, Woman is more dominant than Man.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Adddiction with Porn; 2B. Addiction with Alcoholism; 3C. Addiction with Social Media	Porn Addiction AUD0.009 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Whitebord animation; 2C. ArtBlog; 3D. Synthesia	Text on Artblog AUD0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Artblog Woman VO; 3C. Artblog Man VO	3B Woman VO is winning video. This video is performing well. 25-34 is the most engaged age group, Male is more dominant than Woman.
2022	Cambodia	Stage 1	Which format would interest the audience more; 1A. What am I on earth for; 1B. What's the meaning of my life; 1C. Which life direction should I choose	Which life direction should I choose AUD0.003 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Whitebord animation; 2C. ArtBlog; 3D. Synthesia	Text on nature AUD0.003 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Artpin Woman VO; 3C. Artblog Man VO	3C, 25-34 is the most engaged age group, woman is more dominant than male.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Having low self-esteem; 1B. Relationship issues because of low self-esteem; 1C. Fear of trying	 Which life direction should I choose, AUD0.005 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Artblog from Veitnam woman face; 2C. Synthesia Asia Male; 2D. Synthesia Western Male	Text on Artblog AUD0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A .Test- CTA- Buttun-Chat-T37-S3A; 3B. Test- CTA - Buttun-Learn More-T37-S3B; 3C. Test- CTA - Click Button -To - Chat-T37-S3C; 3D. CTA - 01 - Synthesia-T37-S3D; 3E. CTA - 02 - Synthesia-T37-S3E	3E, 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Debts due to online games; 1B. Family conflicts due to online games; 1C. Seeking help over problems due to online games	Which life direction should I choose. AUD 0.005 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; - Drive Footage - Man; - Synthesia - Woman - Bri; - Synthesia - Man - ReyJohn	Text on Artblog AUD 0.003 per 95% video views
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Joblessness; 1B. Low-paid jobs; 1C. Unhappiness in job	S Which life direction should I choose AUD0.005 per 95%video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; - Drive Footage - Woman; - Synthesia - Woman - Bri; - Synthesia - Man - ReyJohn	Text on Artblog AUD 0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Artpin; 3C. Note	3E, 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Bible show us the purpose of life; 1B. Bible give us the real Hope; 1C. Bible show us the love of God	Which life direction should I choose AUD0.001 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; - Artblog; - Education animation; - Educaiotn animation	Text on Artblog AUD0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Artpin; 3C. Note	3A 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Jesus Helps Us Make a; Good Choice For Our Lives; 1B. Choices, The Future Changer; 1C. Bad Choices Can Affects Those Around Us	Which life direction should I choose AUD 0.001 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; - Artblog From Canva; - Synthesia - Woman - Bri; - Synthesia - Man - ReyJohn	Text on Artblog AUD0.001 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Text on the Sea - Canva Upbeat Music; 3C.Text on the Pin	3A, 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Peace in Times of Loneliness; 1B. Peace in Times of Financial Strain; 1C. Peace in Times of Hopelessness	Which life direction should I choose AUD0.09 per 95%video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Art blog from Canva; 2C. Whiteboard animaiton; 2D. Synthesia - Woman - Bri	Text on nature AUD0.01 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Text on crowth people; 3C.Text on the Pin	3B 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A.the good news about Jesus is the best news; 1B. The good news about Jesus is Real; 1C. The good news about Jesusl is for everyone	Which life direction should I choose AUD0.02 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Art blog from Canva; 2C. Whiteboard animaiton; 2D. 3D Clay Animation	Text on nature AUD0.02 per 95% video views
2022	Cambodia	Stage 3	Which opening style would interest the audience more; 3A. As in Stage 2 winner video; 3B. Text on crowth people; 3C.Text on the Pin	3B 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Discovering God's gift for us.; 1B. God knows each of us.; 1C. Creator can give you satisfied.	Which life direction should I choose AUD0.02 per 95%
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Art blog from Canva; 2C. Whiteboard animaiton; 2D. 3D Clay Animation	Text on nature AUD0.03 per 95% view
2022	Cambodia	Stage 3	Which topic would interest the audience more; 3A. From Stage 2; 3B. Text small animation artblog; 3C. Text on white frame	3A 25-34 is the most engaged age group, male is more dominant than woman.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Dried Tears; 1B. Love Can End Your Suffering; 1C. Forgiveness	Which life direction should I choose AUD0.07 per 95%
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Art blog from Canva; 2C. 3D Clay Animation; 2D. Whiteboard animaiton	Text on Nature AUD0.03 per 95% view
2022	Cambodia	Stage 3	Which topic would interest the audience more; 3A. From Stage 2; 3B. Text small animation artblog; 3C. Text on white frame	3C 25-34 is the most engaged age group, woman is more dominant than male.
2022	Cambodia	Stage 1	Which topic would interest the audience more; 1A. Everyone rejoices when they receive good will.; 1B. Fear of others not willing us well; 1C. good will that do not expect anything in return	Which life direction should I choose AUD0.02 per 95% video views
2022	Cambodia	Stage 2	Which format would interest the audience more; 2A. From Stage 1; 2B. Art blog from Canva; 2C. 3D Clay Animation; 2D. Whiteboard animaiton	Text on Nature AUD0.02 per 95% video views
2022	Thailand	Scripts	Which topic would interest the audience more; 1A. Misconception of a Purposeful Life; 1B.Overcome Life Unsatisfaction; 1C.Feeling purposeless	Feeling purposeless won - AUD0.043 per 95% video views
2022	Thailand	Format	Which format would interest the audience more; 2A. Text on Abstract BG as in Stage 1; 2B. Artblogs - Bitable; 2C. Whiteboard Animation - Render Forest; 2D. Educational Video Toolkit - Render Forest	Educational Video Toolkit Style performed better than other style - AUD0.043 per 95% view,
2022	Thailand	"5sec Openings
 Stage 4:File Sizes"	Which opening style would interest the audience more; 3A. As in Stage 2; 3B. Text Scrapbook - No animation; 3C. Text Scrapbook - Pop Animation Page; Stage 4:; 4A. Original Size; 4B. Half Size; 4C. Under 10Mb	The 45-64 age group are the most dominant, consistent compares to the previous campaigns.
2022	Thailand	Scripts	Which topic would interest the audience more; 1A. Jealousy; 1B. Abuse; 1C. Betrayal	Betrayal won - AUD0.047 per 95% video views
2022	Thailand	Scripts	Which topic would interest the audience more; 1A. Unconditional Love; 1B.Healing for the Broken-hearted; 1C.Everyone deserves to be loved	"Main learning 1 - Everyone deserves to be loved won - AUD0.040 per 95% view
 Main learning 2 - Biteable - Clay Animation performed better than other style - AUD0.038 per 95% view,
 Main learning 3 - the 45-64 age group are the most dominant and Male audience engages better compares to female."
2022	Thailand	Scripts	Which topic would interest the audience more; 1A. Trauma; 1B. Depression; 1C. Suicide	"Main learning 1 - Trauma won - AUD0.0026 per 95% view
 
 Main learning 2 - Educational Animation performed better than other style - AUD0.033 per 95% view
 
 Main learning 3 - the 45-64 age group are the most dominant and Male and Female almost equal."
2022	Thailand	Scripts	Which topic would interest the audience more; 1A. Abandonement,; 1B. Rejection; 1C. Loss and grief.	"Main learning 1 - Abandonment won - AUD0.0038 per 95% view
 
 Main learning 2 - Text on Abstract BG as in Stage 1 performed better than other style - AUD0.0044 per 95% view
 
 Main learning 3 - the 45-64 age group are the most dominant and Male has better ITJ than female."
